monthly_income,loan_amount,loan_term,credit_score,existing_loans,debt_to_income,age,employment_status,education,marital_status,loan_status,income_loan_ratio,monthly_payment,affordability_index,credit_utilization_score,loan_to_income_monthly,employment_status_enc,education_enc,marital_status_enc
13659.5,126990.0,360,712,0,0.02582451773490977,28,Employed,Bachelor,Married,1,0.10756358768406961,352.75,38.72289156626506,0.8376470588235294,0.02582451773490977,0,0,0
10501.52,126990.0,240,658,0,0.05038556323275107,31,Employed,Bachelor,Married,0,0.08269564532640365,529.125,19.846954878336877,0.7741176470588236,0.05038556323275107,0,0,0
3097.97,31010.0,360,730,0,0.02780494610628537,33,Employed,Bachelor,Single,0,0.09990228958400516,86.13888888888889,35.964824250241854,0.8588235294117647,0.02780494610628537,0,0,1
12453.68,226840.0,360,737,2,0.05059637883028238,43,Employed,Bachelor,Married,1,0.05490072297654735,630.1111111111111,19.764260271557045,0.8670588235294118,0.05059637883028238,0,0,0
3832.02,97190.0,360,621,2,0.07045167358787852,29,Self-Employed,High School,Married,1,0.03942813046609733,269.97222222222223,14.19412696779504,0.7305882352941176,0.07045167358787852,1,1,0
7560.25,105320.0,360,443,0,0.03869654516127847,30,Employed,High School,Married,0,0.07178361184960122,292.55555555555554,25.842100265856438,0.5211764705882352,0.03869654516127847,0,1,0
4269.0199999999995,44120.0,360,705,0,0.028708124008684797,38,Employed,Bachelor,Single,0,0.09675929283771531,122.55555555555556,34.83334542157751,0.8294117647058824,0.028708124008684797,0,0,1
4742.030000000001,69780.0,180,453,3,0.08175120500432655,39,Employed,High School,Married,0,0.06795686443106909,387.6666666666667,12.232235597592435,0.5329411764705883,0.08175120500432655,0,1,0
6153.1,136920.0,360,699,0,0.06181166133060299,39,Employed,Bachelor,Married,0,0.04493938066023956,380.3333333333333,16.178177037686243,0.8223529411764706,0.06181166133060299,0,0,0
6037.67,115370.0,360,665,1,0.05307879069611659,32,Employed,Bachelor,Single,0,0.05233310219294444,320.47222222222223,18.83991678946,0.7823529411764706,0.05307879069611659,0,0,1
4317.53,137550.0,360,735,2,0.08849581435064338,41,Employed,Bachelor,Single,1,0.03138880407124682,382.0833333333333,11.299969465648855,0.8647058823529412,0.08849581435064338,0,0,1
4426.64,105400.0,360,731,0,0.06613995666640561,39,Employed,Bachelor,Married,0,0.04199848197343454,292.77777777777777,15.119453510436434,0.86,0.06613995666640561,0,0,0
17403.28,380250.0,300,702,2,0.07283109850556907,35,Self-Employed,Bachelor,Married,0,0.04576799474030243,1267.5,13.73039842209073,0.8258823529411765,0.07283109850556907,1,0,0
5244.43,129110.00000000001,360,745,0,0.06838472224605703,33,Employed,Bachelor,Married,0,0.040619859034931455,358.6388888888889,14.623149252575324,0.8764705882352941,0.06838472224605703,0,0,0
14583.227499999999,652880.0,480,718,0,0.0932692482968305,34,Self-Employed,Bachelor,Single,1,0.022336765561818402,1360.1666666666667,10.721647469672833,0.8447058823529412,0.0932692482968305,1,0,1
14421.287499999999,480210.0,360,665,0,0.09249636460452418,33,Employed,Bachelor,Single,0,0.030031210303825405,1333.9166666666667,10.811235709377145,0.7823529411764706,0.09249636460452418,0,0,1
3311.0099999999998,74150.0,360,714,3,0.06220827548760718,33,Employed,High School,Married,1,0.04465286581254214,205.97222222222223,16.07503169251517,0.84,0.06220827548760718,0,1,0
6659.51,186630.0,360,661,1,0.07784606775373362,37,Employed,High School,Married,0,0.03568295558056047,518.4166666666666,12.845864009001769,0.7776470588235294,0.07784606775373362,0,1,0
4303.32,110950.0,360,735,0,0.07161783098734105,35,Employed,High School,Married,0,0.03878611987381703,308.19444444444446,13.963003154574132,0.8647058823529412,0.07161783098734105,0,1,0
3741.13,110530.0,180,698,1,0.16413638541177547,34,Employed,Bachelor,Single,0,0.03384719080792545,614.0555555555555,6.092494345426581,0.8211764705882353,0.16413638541177547,0,0,1
11703.63,161700.0,360,692,0,0.03837840624376084,37,Employed,Bachelor,Single,0,0.0723786641929499,449.1666666666667,26.056319109461963,0.8141176470588235,0.03837840624376084,0,0,1
7354.1900000000005,209890.0,360,672,0,0.07927831314907254,32,Employed,Bachelor,Married,1,0.03503830577921769,583.0277777777778,12.613790080518367,0.7905882352941176,0.07927831314907254,0,0,0
3157.23,99190.0,360,748,0,0.08726883305232047,33,Employed,High School,Married,0,0.03183012400443593,275.52777777777777,11.458844641596935,0.88,0.08726883305232047,0,1,0
8088.259999999999,159380.0,360,693,0,0.05473639846174854,35,Employed,Bachelor,Married,0,0.05074827456393524,442.72222222222223,18.26937884301669,0.8152941176470588,0.05473639846174854,0,0,0
5703.2,144770.0,84,682,2,0.30219041607384994,37,Self-Employed,Bachelor,Married,0,0.03939490225875526,1723.452380952381,3.3091717897354425,0.8023529411764706,0.30219041607384994,1,0,0
11606.32,316670.0,360,685,1,0.07578964640720649,31,Employed,Bachelor,Married,0,0.03665115104051536,879.6388888888889,13.19441437458553,0.8058823529411765,0.07578964640720649,0,0,0
4865.47,104300.0,360,721,0,0.059546605409595006,31,Self-Employed,High School,Single,0,0.04664880153403644,289.72222222222223,16.793568552253117,0.8482352941176471,0.059546605409595006,1,1,1
3644.62,108350.0,360,714,2,0.08257986353096407,31,Employed,High School,Married,1,0.03363747115828334,300.97222222222223,12.109489616982001,0.84,0.08257986353096407,0,1,0
10343.79,161580.0,360,716,2,0.04339157439713425,34,Employed,Bachelor,Single,1,0.06401652432231712,448.8333333333333,23.045948756034164,0.8423529411764706,0.04339157439713425,0,0,1
10335.36,180720.0,360,717,1,0.04857111895473404,32,Employed,Bachelor,Married,0,0.05718990703851262,502.0,20.588366533864544,0.8435294117647059,0.04857111895473404,0,0,0
4878.72,95980.0,360,785,0,0.054647758246243086,35,Employed,High School,Single,1,0.05083058970618879,266.6111111111111,18.299012294227968,0.9235294117647059,0.054647758246243086,0,1,1
15535.137499999999,148170.0,360,683,2,0.02649370392333723,33,Self-Employed,Bachelor,Married,0,0.10484671323479786,411.5833333333333,37.74481676452723,0.8035294117647059,0.02649370392333723,1,0,0
9398.43,188800.0,180,679,0,0.11160256435265134,37,Employed,Bachelor,Married,0,0.049779819915254236,1048.888888888889,8.960367584745763,0.7988235294117647,0.11160256435265134,0,0,0
7949.4,210090.0,360,667,0,0.07341224914249295,38,Employed,Bachelor,Married,1,0.03783806939882907,583.5833333333334,13.621704983578464,0.7847058823529411,0.07341224914249295,0,0,0
3396.77,70940.0,360,724,0,0.058012628336789225,28,Employed,Bachelor,Single,1,0.04788229489709614,197.05555555555554,17.237626162954612,0.851764705882353,0.058012628336789225,0,0,1
7347.51,105990.0,360,745,2,0.04007026416659068,39,Self-Employed,Bachelor,Married,0,0.06932267195018398,294.4166666666667,24.95616190206623,0.8764705882352941,0.04007026416659068,1,0,0
5198.82,122270.0,300,695,0,0.07839599498860639,30,Employed,High School,Married,1,0.042519178866443116,407.56666666666666,12.755753659932935,0.8176470588235294,0.07839599498860639,0,1,0
8538.11,246620.0,360,666,2,0.08023503510209584,36,Employed,Bachelor,Married,1,0.03462050928554051,685.0555555555555,12.463383342794584,0.7835294117647059,0.08023503510209584,0,0,0
4712.99,111290.0,360,667,0,0.0655929439461762,36,Employed,Bachelor,Married,0,0.04234872854703926,309.1388888888889,15.245542276934135,0.7847058823529411,0.0655929439461762,0,0,0
4592.129999999999,148470.0,360,726,0,0.08980944935501974,32,Employed,Bachelor,Married,1,0.03092968276419478,412.4166666666667,11.134685795110121,0.8541176470588235,0.08980944935501974,0,0,0
6195.16,126990.0,360,413,0,0.056939610922074654,29,Employed,High School,Married,1,0.048784628710922116,352.75,17.562466335931962,0.4858823529411765,0.056939610922074654,0,1,0
42046.49,349280.0,180,721,3,0.04614997457443997,39,Employed,Bachelor,Single,0,0.12038046839212092,1940.4444444444443,21.668484310581768,0.8482352941176471,0.04614997457443997,0,0,1
5041.6900000000005,110690.0,180,673,1,0.12197188729264283,35,Employed,High School,Married,0,0.045547836299575394,614.9444444444445,8.19861053392357,0.7917647058823529,0.12197188729264283,0,1,0
4489.21,109130.0,360,709,0,0.06752611013717089,35,Employed,Bachelor,Single,1,0.0411363511408412,303.1388888888889,14.80908641070283,0.8341176470588235,0.06752611013717089,0,0,1
4578.98,141250.0,180,704,1,0.1713748962044434,30,Employed,High School,Married,0,0.03241755752212389,784.7222222222222,5.8351603539823005,0.8282352941176471,0.1713748962044434,0,1,0
5036.719999999999,161830.0,360,708,0,0.08925010280058805,39,Employed,Bachelor,Married,0,0.031123524686399305,449.52777777777777,11.204468887103749,0.8329411764705882,0.08925010280058805,0,0,0
8766.03,257649.99999999997,360,460,2,0.08164407884121368,41,Employed,Bachelor,Married,1,0.03402301571899865,715.6944444444443,12.248285658839514,0.5411764705882353,0.08164407884121368,0,0,0
4144.47,73600.0,360,708,0,0.04932945453687551,39,Employed,Bachelor,Single,0,0.056310733695652176,204.44444444444446,20.271864130434782,0.8329411764705882,0.04932945453687551,0,0,1
11810.3,185510.0,180,727,2,0.08726375376672152,40,Employed,Bachelor,Married,1,0.06366395342569134,1030.611111111111,11.45951161662444,0.8552941176470589,0.08726375376672152,0,0,0
2310.44,92330.0,480,702,0,0.0832543440499068,32,Employed,Bachelor,Single,1,0.025023719267843605,192.35416666666666,12.011385248564931,0.8258823529411765,0.0832543440499068,0,0,1
7045.38,82560.0,360,711,0,0.032550882043741194,37,Self-Employed,Bachelor,Single,1,0.08533648255813954,229.33333333333334,30.721133720930233,0.8364705882352941,0.032550882043741194,1,0,1
5957.65,133470.0,360,725,2,0.062230913195639226,35,Employed,Bachelor,Married,0,0.04463662246197647,370.75,16.06918408631153,0.8529411764705882,0.062230913195639226,0,0,0
5588.26,187760.0,360,641,0,0.09333058153263368,31,Self-Employed,Bachelor,Married,0,0.029762782275244995,521.5555555555555,10.714601619088198,0.7541176470588236,0.09333058153263368,1,0,0
